Id;Kingdom;Phylum;Class;Order;Family;Genus;Species;Subspecies;Scientific Name;Author;Rank;Listing;Party;Listed under
8551;Animalia;Chordata;Reptilia;Serpentes;Pythonidae;Python;natalensis;;Python natalensis;A. Smith, 1833;SPECIES;II;;Pythonidae spp.
5467;Animalia;Chordata;Reptilia;Serpentes;Pythonidae;Python;regius;;Python regius;(Shaw, 1802);SPECIES;II;;Pythonidae spp.
5959;Animalia;Chordata;Reptilia;Serpentes;Pythonidae;Python;reticulatus;;Python reticulatus;(Schneider, 1801);SPECIES;II;;Pythonidae spp.
10209;Animalia;Chordata;Reptilia;Serpentes;Pythonidae;Python;sebae;;Python sebae;(Gmelin, 1789);SPECIES;II;;Pythonidae spp.
6421;Animalia;Chordata;Reptilia;Serpentes;Pythonidae;Python;timoriensis;;Python timoriensis;(Peters, 1876);SPECIES;II;;Pythonidae spp.
9576;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Exiliboa;placata;;Exiliboa placata;Bogert, 1968;SPECIES;II;;Tropidophiidae spp.
3938;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Trachyboa;boulengeri;;Trachyboa boulengeri;Peracca, 1910;SPECIES;II;;Tropidophiidae spp.
11213;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Trachyboa;gularis;;Trachyboa gularis;Peters, 1860;SPECIES;II;;Tropidophiidae spp.
5425;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;battersbyi;;Tropidophis battersbyi;Laurent, 1949;SPECIES;II;;Tropidophiidae spp.
10452;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;canus;;Tropidophis canus;(Cope, 1868);SPECIES;II;;Tropidophiidae spp.
5557;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;caymanensis;;Tropidophis caymanensis;Battersby, 1938;SPECIES;II;;Tropidophiidae spp.
6754;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;celiae;;Tropidophis celiae;Hedges, Estrada & Diaz, 1999;SPECIES;II;;Tropidophiidae spp.
8583;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;feicki;;Tropidophis feicki;Schwartz, 1957;SPECIES;II;;Tropidophiidae spp.
10505;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;fuscus;;Tropidophis fuscus;Hedges & Garrido, 1992;SPECIES;II;;Tropidophiidae spp.
5539;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;greenwayi;;Tropidophis greenwayi;Barbour & Shreve, 1936;SPECIES;II;;Tropidophiidae spp.
6199;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;haetianus;;Tropidophis haetianus;(Cope, 1879);SPECIES;II;;Tropidophiidae spp.
5952;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;hendersoni;;Tropidophis hendersoni;Hedges & Garrido, 2002;SPECIES;II;;Tropidophiidae spp.
3292;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;maculatus;;Tropidophis maculatus;(Bibron, 1840);SPECIES;II;;Tropidophiidae spp.
8475;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;melanurus;;Tropidophis melanurus;(Schlegel, 1837);SPECIES;II;;Tropidophiidae spp.
3740;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;morenoi;;Tropidophis morenoi;Hedges, Garrido & Díaz, 2001;SPECIES;II;;Tropidophiidae spp.
10038;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;nigriventris;;Tropidophis nigriventris;Bailey, 1937;SPECIES;II;;Tropidophiidae spp.
10894;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;pardalis;;Tropidophis pardalis;(Gundlach, 1840);SPECIES;II;;Tropidophiidae spp.
6213;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;paucisquamis;;Tropidophis paucisquamis;(Müller, 1901);SPECIES;II;;Tropidophiidae spp.
4969;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;pilsbryi;;Tropidophis pilsbryi;Bailey, 1937;SPECIES;II;;Tropidophiidae spp.
7166;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;semicinctus;;Tropidophis semicinctus;(Gundlach & Peters, 1864);SPECIES;II;;Tropidophiidae spp.
8802;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;spiritus;;Tropidophis spiritus;Hedges & Garrido, 1999;SPECIES;II;;Tropidophiidae spp.
9291;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;taczanowskyi;;Tropidophis taczanowskyi;(Steindachner, 1880);SPECIES;II;;Tropidophiidae spp.
4014;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;wrighti;;Tropidophis wrighti;Stull, 1928;SPECIES;II;;Tropidophiidae spp.
11250;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Tropidophis;xanthogaster;;Tropidophis xanthogaster;Domínguez, Moreno & Hedges, 2006;SPECIES;II;;Tropidophiidae spp.
9774;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Ungaliophis;continentalis;;Ungaliophis continentalis;Müller, 1880;SPECIES;II;;Tropidophiidae spp.
11264;Animalia;Chordata;Reptilia;Serpentes;Tropidophiidae;Ungaliophis;panamensis;;Ungaliophis panamensis;Schmidt, 1933;SPECIES;II;;Tropidophiidae spp.
5113;Animalia;Chordata;Reptilia;Serpentes;Viperidae;Crotalus;durissus;;Crotalus durissus;Linnaeus, 1758;SPECIES;III;HN;Crotalus durissus
6235;Animalia;Chordata;Reptilia;Serpentes;Viperidae;Daboia;russelii;;Daboia russelii;(Shaw & Nodder, 1797);SPECIES;III;IN;Daboia russelii
7472;Animalia;Chordata;Reptilia;Serpentes;Viperidae;Trimeresurus;mangshanensis;;Trimeresurus mangshanensis;Zhao, 1990;SPECIES;II;;Trimeresurus mangshanensis
6926;Animalia;Chordata;Reptilia;Serpentes;Viperidae;Vipera;ursinii;;Vipera ursinii;(Bonaparte, 1835);SPECIES;I;;Vipera ursinii
9030;Animalia;Chordata;Reptilia;Serpentes;Viperidae;Vipera;wagneri;;Vipera wagneri;Nilson & Andrén, 1984;SPECIES;II;;Vipera wagneri
5881;Animalia;Chordata;Reptilia;Testudines;Carettochelyidae;Carettochelys;insculpta;;Carettochelys insculpta;Ramsay, 1887;SPECIES;II;;Carettochelys insculpta
7441;Animalia;Chordata;Reptilia;Testudines;Chelidae;Chelodina;mccordi;;Chelodina mccordi;Rhodin, 1994;SPECIES;II;;Chelodina mccordi
6060;Animalia;Chordata;Reptilia;Testudines;Chelidae;Pseudemydura;umbrina;;Pseudemydura umbrina;Siebenrock, 1901;SPECIES;I;;Pseudemydura umbrina
10836;Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;caretta;;Caretta caretta;(Linnaeus, 1758);SPECIES;I;;Cheloniidae spp.
11071;Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;mydas;;Chelonia mydas;(Linnaeus, 1758);SPECIES;I;;Cheloniidae spp.
7257;Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Eretmochelys;imbricata;;Eretmochelys imbricata;(Linnaeus, 1766);SPECIES;I;;Cheloniidae spp.
5004;Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Lepidochelys;kempii;;Lepidochelys kempii;(Garman, 1880);SPECIES;I;;Cheloniidae spp.
6938;Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Lepidochelys;olivacea;;Lepidochelys olivacea;(Eschscholtz, 1829);SPECIES;I;;Cheloniidae spp.
4552;Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Natator;depressus;;Natator depressus;(Garman, 1880);SPECIES;I;;Cheloniidae spp.
6736;Animalia;Chordata;Reptilia;Testudines;Chelydridae;Macrochelys;temminckii;;Macrochelys temminckii;(Troost, 1835);SPECIES;III;US;Macrochelys temminckii
5246;Animalia;Chordata;Reptilia;Testudines;Dermatemydidae;Dermatemys;mawii;;Dermatemys mawii;Gray, 1847;SPECIES;II;;Dermatemys mawii
4062;Animalia;Chordata;Reptilia;Testudines;Dermochelyidae;Dermochelys;coriacea;;Dermochelys coriacea;(Vandelli, 1761);SPECIES;I;;Dermochelys coriacea
10440;Animalia;Chordata;Reptilia;Testudines;Emydidae;Clemmys;guttata;;Clemmys guttata;(Schneider, 1792);SPECIES;II;;Clemmys guttata
8912;Animalia;Chordata;Reptilia;Testudines;Emydidae;Emydoidea;blandingii;;Emydoidea blandingii;(Holbrook, 1838);SPECIES;II;;Emydoidea blandingii
3312;Animalia;Chordata;Reptilia;Testudines;Emydidae;Glyptemys;insculpta;;Glyptemys insculpta;(LeConte, 1829);SPECIES;II;;Glyptemys insculpta
3972;Animalia;Chordata;Reptilia;Testudines;Emydidae;Glyptemys;muhlenbergii;;Glyptemys muhlenbergii;(Schoepff, 1801);SPECIES;I;;Glyptemys muhlenbergii
5839;Animalia;Chordata;Reptilia;Testudines;Emydidae;Graptemys;barbouri;;Graptemys barbouri;Carr & Marchand, 1942;SPECIES;III;US;Graptemys spp.
5891;Animalia;Chordata;Reptilia;Testudines;Emydidae;Graptemys;caglei;;Graptemys caglei;Haynes & McKown, 1974;SPECIES;III;US;Graptemys spp.
8254;Animalia;Chordata;Reptilia;Testudines;Emydidae;Graptemys;ernsti;;Graptemys ernsti;Lovich & McCoy, 1992;SPECIES;III;US;Graptemys spp.
5018;Animalia;Chordata;Reptilia;Testudines;Emydidae;Graptemys;flavimaculata;;Graptemys flavimaculata;Cagle, 1954;SPECIES;III;US;Graptemys spp.
10490;Animalia;Chordata;Reptilia;Testudines;Emydidae;Graptemys;geographica;;Graptemys geographica;(LeSueur, 1817);SPECIES;III;US;Graptemys spp.
4047;Animalia;Chordata;Reptilia;Testudines;Emydidae;Graptemys;gibbonsi;;Graptemys gibbonsi;Lovich & McCoy, 1992;SPECIES;III;US;Graptemys spp.
8521;Animalia;Chordata;Reptilia;Testudines;Emydidae;Graptemys;nigrinoda;;Graptemys nigrinoda;Cagle, 1954;SPECIES;III;US;Graptemys spp.
9049;Animalia;Chordata;Reptilia;Testudines;Emydidae;Graptemys;oculifera;;Graptemys oculifera;(Baur, 1890);SPECIES;III;US;Graptemys spp.
5264;Animalia;Chordata;Reptilia;Testudines;Emydidae;Graptemys;ouachitensis;;Graptemys ouachitensis;Cagle, 1953;SPECIES;III;US;Graptemys spp.
10979;Animalia;Chordata;Reptilia;Testudines;Emydidae;Graptemys;pearlensis;;Graptemys pearlensis;Ennen, Lovich, Kreiser, Selman & Qualls, 2010;SPECIES;III;US;Graptemys spp.
3199;Animalia;Chordata;Reptilia;Testudines;Emydidae;Graptemys;pseudogeographica;;Graptemys pseudogeographica;(Gray, 1831);SPECIES;III;US;Graptemys spp.
3071;Animalia;Chordata;Reptilia;Testudines;Emydidae;Graptemys;pulchra;;Graptemys pulchra;Baur, 1893;SPECIES;III;US;Graptemys spp.
6509;Animalia;Chordata;Reptilia;Testudines;Emydidae;Graptemys;versa;;Graptemys versa;Stejneger, 1925;SPECIES;III;US;Graptemys spp.
5107;Animalia;Chordata;Reptilia;Testudines;Emydidae;Malaclemys;terrapin;;Malaclemys terrapin;Schoepff, 1793;SPECIES;II;;Malaclemys terrapin
7733;Animalia;Chordata;Reptilia;Testudines;Emydidae;Terrapene;carolina;;Terrapene carolina;(Linnaeus, 1758);SPECIES;II;;Terrapene spp.
6708;Animalia;Chordata;Reptilia;Testudines;Emydidae;Terrapene;coahuila;;Terrapene coahuila;K. P. Schmidt & Owens, 1944;SPECIES;I;;Terrapene coahuila
8321;Animalia;Chordata;Reptilia;Testudines;Emydidae;Terrapene;nelsoni;;Terrapene nelsoni;Stejneger, 1925;SPECIES;II;;Terrapene spp.
4832;Animalia;Chordata;Reptilia;Testudines;Emydidae;Terrapene;ornata;;Terrapene ornata;(Agassiz, 1857);SPECIES;II;;Terrapene spp.
5189;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Batagur;affinis;;Batagur affinis;(Cantor, 1847);SPECIES;I;;Batagur affinis
10403;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Batagur;baska;;Batagur baska;(Gray, 1831);SPECIES;I;;Batagur baska
4927;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Batagur;borneoensis;;Batagur borneoensis;(Schlegel & S. Müller, 1844);SPECIES;II;;Batagur borneoensis
5182;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Batagur;dhongoka;;Batagur dhongoka;(Gray, 1835);SPECIES;II;;Batagur dhongoka
11078;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Batagur;kachuga;;Batagur kachuga;(Gray, 1831);SPECIES;II;;Batagur kachuga
4397;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Batagur;trivittata;;Batagur trivittata;(Duméril & Bibron, 1835);SPECIES;II;;Batagur trivittata
5901;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cuora;amboinensis;;Cuora amboinensis;(Daudin, 1801);SPECIES;II;;Cuora spp.
8231;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cuora;aurocapitata;;Cuora aurocapitata;Luo & Zong, 1988;SPECIES;II;;Cuora spp.
7271;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cuora;flavomarginata;;Cuora flavomarginata;(Gray, 1863);SPECIES;II;;Cuora spp.
10210;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cuora;galbinifrons;;Cuora galbinifrons;Bourret, 1939;SPECIES;II;;Cuora spp.
3678;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cuora;mccordi;;Cuora mccordi;Ernst, 1988;SPECIES;II;;Cuora spp.
10699;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cuora;mouhotii;;Cuora mouhotii;(Gray, 1862);SPECIES;II;;Cuora spp.
6783;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cuora;pani;;Cuora pani;Song, 1984;SPECIES;II;;Cuora spp.
6023;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cuora;trifasciata;;Cuora trifasciata;(Bell, 1825);SPECIES;II;;Cuora spp.
5712;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cuora;yunnanensis;;Cuora yunnanensis;(Boulenger, 1906);SPECIES;II;;Cuora spp.
5930;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cuora;zhoui;;Cuora zhoui;Zhao, 1990;SPECIES;II;;Cuora spp.
9811;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cyclemys;atripons;;Cyclemys atripons;Iverson & McCord, 1997;SPECIES;II;;Cyclemys spp.
8819;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cyclemys;dentata;;Cyclemys dentata;(Gray, 1831);SPECIES;II;;Cyclemys spp.
7789;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cyclemys;oldhamii;;Cyclemys oldhamii;Gray, 1863;SPECIES;II;;Cyclemys spp.
5601;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cyclemys;pulchristriata;;Cyclemys pulchristriata;Fritz, Gaulke & Lehr, 1997;SPECIES;II;;Cyclemys spp.
9926;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Cyclemys;shanensis;;Cyclemys shanensis;Annandale, 1918;SPECIES;II;;Cyclemys spp.
9941;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Geoclemys;hamiltonii;;Geoclemys hamiltonii;(Gray, 1831);SPECIES;I;;Geoclemys hamiltonii
5942;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Geoemyda;japonica;;Geoemyda japonica;Fan, 1931;SPECIES;II;;Geoemyda japonica
3261;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Geoemyda;spengleri;;Geoemyda spengleri;(Gmelin, 1789);SPECIES;II;;Geoemyda spengleri
5556;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Hardella;thurjii;;Hardella thurjii;(Gray, 1831);SPECIES;II;;Hardella thurjii
7457;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Heosemys;annandalii;;Heosemys annandalii;(Boulenger, 1903);SPECIES;II;;Heosemys annandalii
4484;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Heosemys;depressa;;Heosemys depressa;(Anderson, 1875);SPECIES;II;;Heosemys depressa
4232;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Heosemys;grandis;;Heosemys grandis;(Gray, 1860);SPECIES;II;;Heosemys grandis
10493;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Heosemys;spinosa;;Heosemys spinosa;(Gray, 1831);SPECIES;II;;Heosemys spinosa
10665;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Leucocephalon;yuwonoi;;Leucocephalon yuwonoi;(McCord, Iverson & Boeadi, 1995);SPECIES;II;;Leucocephalon yuwonoi
8473;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Malayemys;macrocephala;;Malayemys macrocephala;(Gray, 1859);SPECIES;II;;Malayemys macrocephala
8709;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Malayemys;subtrijuga;;Malayemys subtrijuga;(Schlegel & S. Müller, 1844);SPECIES;II;;Malayemys subtrijuga
3838;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Mauremys;annamensis;;Mauremys annamensis;(Siebenrock, 1903);SPECIES;II;;Mauremys annamensis
4004;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Mauremys;iversoni;;Mauremys iversoni;Pritchard & McCord, 1991;SPECIES;III;CN;Mauremys iversoni
3514;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Mauremys;japonica;;Mauremys japonica;(Temminck & Schlegel, 1835);SPECIES;II;;Mauremys japonica
6295;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Mauremys;megalocephala;;Mauremys megalocephala;(Fang, 1934);SPECIES;III;CN;Mauremys megalocephala
8477;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Mauremys;mutica;;Mauremys mutica;(Cantor, 1842);SPECIES;II;;Mauremys mutica
10537;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Mauremys;nigricans;;Mauremys nigricans;(Gray, 1834);SPECIES;II;;Mauremys nigricans
4114;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Mauremys;pritchardi;;Mauremys pritchardi;McCord, 1997;SPECIES;III;CN;Mauremys pritchardi
8423;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Mauremys;reevesii;;Mauremys reevesii;(Gray, 1831);SPECIES;III;CN;Mauremys reevesii
8113;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Mauremys;sinensis;;Mauremys sinensis;(Gray, 1834);SPECIES;III;CN;Mauremys sinensis
8918;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Melanochelys;tricarinata;;Melanochelys tricarinata;(Blyth, 1856);SPECIES;I;;Melanochelys tricarinata
10982;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Melanochelys;trijuga;;Melanochelys trijuga;(Schweigger, 1812);SPECIES;II;;Melanochelys trijuga
8223;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Morenia;ocellata;;Morenia ocellata;(Duméril & Bibron, 1835);SPECIES;I;;Morenia ocellata
6253;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Morenia;petersi;;Morenia petersi;(Anderson, 1879);SPECIES;II;;Morenia petersi
5381;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Notochelys;platynota;;Notochelys platynota;(Gray, 1834);SPECIES;II;;Notochelys platynota
9043;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Ocadia;glyphistoma;;Ocadia glyphistoma;McCord & Iverson, 1994;SPECIES;III;CN;Ocadia glyphistoma
10050;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Ocadia;philippeni;;Ocadia philippeni;McCord & Iverson, 1992;SPECIES;III;CN;Ocadia philippeni
3413;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Orlitia;borneensis;;Orlitia borneensis;Gray, 1873;SPECIES;II;;Orlitia borneensis
4816;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Pangshura;smithii;;Pangshura smithii;(Gray, 1863);SPECIES;II;;Pangshura spp.
3601;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Pangshura;sylhetensis;;Pangshura sylhetensis;Jerdon, 1870;SPECIES;II;;Pangshura spp.
8019;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Pangshura;tecta;;Pangshura tecta;(Gray, 1831);SPECIES;I;;Pangshura tecta
4818;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Pangshura;tentoria;;Pangshura tentoria;(Gray, 1834);SPECIES;II;;Pangshura spp.
4130;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Sacalia;bealei;;Sacalia bealei;(Gray, 1831);SPECIES;II;;Sacalia bealei
4331;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Sacalia;pseudocellata;;Sacalia pseudocellata;Iverson & McCord, 1992;SPECIES;III;CN;Sacalia pseudocellata
11259;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Sacalia;quadriocellata;;Sacalia quadriocellata;(Siebenrock, 1903);SPECIES;II;;Sacalia quadriocellata
9766;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Siebenrockiella;crassicollis;;Siebenrockiella crassicollis;(Gray, 1831);SPECIES;II;;Siebenrockiella crassicollis
3666;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Siebenrockiella;leytensis;;Siebenrockiella leytensis;(Taylor, 1920);SPECIES;II;;Siebenrockiella leytensis
9467;Animalia;Chordata;Reptilia;Testudines;Geoemydidae;Vijayachelys;silvatica;;Vijayachelys silvatica;(Henderson, 1912);SPECIES;II;;Vijayachelys silvatica
8391;Animalia;Chordata;Reptilia;Testudines;Platysternidae;Platysternon;megacephalum;;Platysternon megacephalum;Gray, 1831;SPECIES;I;;Platysternidae spp.
6722;Animalia;Chordata;Reptilia;Testudines;Podocnemididae;Erymnochelys;madagascariensis;;Erymnochelys madagascariensis;(Grandidier, 1867);SPECIES;II;;Erymnochelys madagascariensis
6028;Animalia;Chordata;Reptilia;Testudines;Podocnemididae;Peltocephalus;dumerilianus;;Peltocephalus dumerilianus;(Schweigger, 1812);SPECIES;II;;Peltocephalus dumerilianus
10803;Animalia;Chordata;Reptilia;Testudines;Podocnemididae;Podocnemis;erythrocephala;;Podocnemis erythrocephala;(Spix, 1824);SPECIES;II;;Podocnemis spp.
9223;Animalia;Chordata;Reptilia;Testudines;Podocnemididae;Podocnemis;expansa;;Podocnemis expansa;(Schweigger, 1812);SPECIES;II;;Podocnemis spp.
10814;Animalia;Chordata;Reptilia;Testudines;Podocnemididae;Podocnemis;lewyana;;Podocnemis lewyana;A. Duméril, 1852;SPECIES;II;;Podocnemis spp.
4446;Animalia;Chordata;Reptilia;Testudines;Podocnemididae;Podocnemis;sextuberculata;;Podocnemis sextuberculata;Cornalia, 1849;SPECIES;II;;Podocnemis spp.
3924;Animalia;Chordata;Reptilia;Testudines;Podocnemididae;Podocnemis;unifilis;;Podocnemis unifilis;Troschel, 1848;SPECIES;II;;Podocnemis spp.
7856;Animalia;Chordata;Reptilia;Testudines;Podocnemididae;Podocnemis;vogli;;Podocnemis vogli;Müller, 1935;SPECIES;II;;Podocnemis spp.
7291;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Aldabrachelys;gigantea;;Aldabrachelys gigantea;(Schweigger, 1812);SPECIES;II;;Testudinidae spp.
6950;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Astrochelys;radiata;;Astrochelys radiata;(Shaw, 1802);SPECIES;I;;Astrochelys radiata
9752;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Astrochelys;yniphora;;Astrochelys yniphora;(Vaillant, 1885);SPECIES;I;;Astrochelys yniphora
4145;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Chelonoidis;carbonaria;;Chelonoidis carbonaria;(Spix, 1824);SPECIES;II;;Testudinidae spp.
7148;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Chelonoidis;chilensis;;Chelonoidis chilensis;(Gray, 1870);SPECIES;II;;Testudinidae spp.
5476;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Chelonoidis;denticulata;;Chelonoidis denticulata;(Linnaeus, 1766);SPECIES;II;;Testudinidae spp.
9794;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Chelonoidis;nigra;;Chelonoidis nigra;(Quoy & Gaimard, 1824);SPECIES;I;;Chelonoidis nigra
7559;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Chersina;angulata;;Chersina angulata;(Schweigger, 1812);SPECIES;II;;Testudinidae spp.
9554;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Geochelone;elegans;;Geochelone elegans;(Schoepff, 1794);SPECIES;II;;Testudinidae spp.
6341;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Geochelone;platynota;;Geochelone platynota;(Blyth, 1863);SPECIES;I;;Geochelone platynota
7629;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Geochelone;sulcata;;Geochelone sulcata;(Miller, 1779);SPECIES;II;;Testudinidae spp.
7348;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Gopherus;agassizii;;Gopherus agassizii;(Cooper, 1863);SPECIES;II;;Testudinidae spp.
9355;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Gopherus;berlandieri;;Gopherus berlandieri;(Agassiz, 1857);SPECIES;II;;Testudinidae spp.
9575;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Gopherus;flavomarginatus;;Gopherus flavomarginatus;Legler, 1959;SPECIES;I;;Gopherus flavomarginatus
7801;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Gopherus;morafkai;;Gopherus morafkai;Murphy, Berry, Edwards, Leviton, Lathrop & Riedle, 2011;SPECIES;II;;Testudinidae spp.
5140;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Gopherus;polyphemus;;Gopherus polyphemus;(Daudin, 1801);SPECIES;II;;Testudinidae spp.
8855;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Homopus;areolatus;;Homopus areolatus;(Thunberg, 1787);SPECIES;II;;Testudinidae spp.
5938;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Homopus;boulengeri;;Homopus boulengeri;Duerden, 1906;SPECIES;II;;Testudinidae spp.
10479;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Homopus;femoralis;;Homopus femoralis;Boulenger, 1888;SPECIES;II;;Testudinidae spp.
3108;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Homopus;signatus;;Homopus signatus;(Gmelin, 1789);SPECIES;II;;Testudinidae spp.
9953;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Homopus;solus;;Homopus solus;Branch, 2007;SPECIES;II;;Testudinidae spp.
9851;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Indotestudo;elongata;;Indotestudo elongata;(Blyth, 1853);SPECIES;II;;Testudinidae spp.
5081;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Indotestudo;forstenii;;Indotestudo forstenii;(Schlegel & S. Müller, 1844);SPECIES;II;;Testudinidae spp.
4458;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Indotestudo;travancorica;;Indotestudo travancorica;(Boulenger, 1907);SPECIES;II;;Testudinidae spp.
8115;Animalia;Chordata;Reptilia;Testudines;Testudinidae;Kinixys;belliana;;Kinixys belliana;(Gray, 1831);SPECIES;II;;Testudinidae spp.
